acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1.53,-13.18,-19.7,-5.2,0.2,-0.07,2
8.92,-15.8,-18.21,-6.82,-0.99,-0.94,2
9.89,-19.03,-16.51,-7.18,-2.33,-2.34,2
10.59,-18.39,-15.22,-7.96,-2.23,-2.72,2
19.05,6.65,-1.89,-5.05,-1.77,-1.16,2
-7.54,-5.96,-0.95,-1.86,0.48,-1.2,2
-2.09,1.22,1.74,0.02,-0.16,0.22,2
0.35,-0.08,-5.45,0.62,1.48,0.38,2
0.16,-0.22,-8.23,0.58,1.76,0.42,2
-2.7,1.47,-12.82,0.8,1.26,0.59,2
-4.28,-0.22,-8.79,0.16,-0.42,0.17,2
-4.11,-3.98,-2.85,0.92,-0.2,1.08,2
-4.2,-6.03,-2.18,2.63,-1.9,1.5,2
0.59,-9.34,-1.09,5.96,-4.48,0.67,2
0.32,-10.97,-5.32,7.77,-4.48,-1.04,2
2.44,-16.43,-2.96,6.6,-2.55,-4.07,2
0.91,-19.81,-4.28,3.69,1.15,-5.22,2
-4.95,-20.96,-4.99,2.28,0.91,-5.3,2
-7,-17.25,-3.17,1.91,-1.89,-3.26,2
-0.13,-9.99,1.69,-0.16,0,-0.12,2
-0.23,-10.05,1.76,-0.14,-0.05,-0.15,2
-0.35,-9.92,1.92,-0.17,0.06,-0.22,2
-0.83,-10.12,1.77,-0.31,0.43,-0.18,2
-1.84,-10.37,-0.46,-1.04,2.57,-0.37,2
-6.33,-11.34,-8.66,-2.23,5.2,-0.02,2
-5,-12.56,-17.4,-4.04,4.16,0.73,2
4.59,-13.79,-20.51,-5.95,0.57,-0.35,2
10.99,-17.39,-15.64,-7.29,-1.38,-1.52,2
10.04,-20.4,-13.8,-7.27,-1.61,-2.34,2
-20.97,-60.11,49.52,-1.46,-2.76,-2.42,2
1.77,-12.5,4.44,-6.78,1.03,-2.42,2
-5.97,-2.76,0.65,-0.79,-2.54,-0.35,2
0.38,1.48,-0.66,-1.33,0.5,-0.55,2
-2.8,-1.19,-6.29,-0.3,0.63,-0.04,2
-0.77,0.94,-6.94,-0.22,0.8,0.06,2
-3.33,1.45,-9.68,0.17,0.56,-0.04,2
-3.23,1.22,-9.11,0.05,0.06,-0.07,2
-3.74,-0.06,-7.54,-0.07,-0.69,0.11,2
-3.06,-2.92,-0.97,1.27,-2.54,0.46,2
-2.77,-5.11,0.21,3.8,-4.03,0.17,2
-2.31,-7.67,-1.64,6.43,-5.38,-1.32,2
-0.55,-8.88,-3.23,6.79,-6.43,-3.12,2
2.5,-13.28,-0.07,2.92,1.23,-5.27,2
-7.36,-20.85,-3.91,2.13,2.39,-5.27,2
-4.48,-17.56,-4.31,1.95,0.52,-4.27,2
-5.28,-16.66,-1.69,0.58,0.19,-3.57,2
-3.76,-13.67,-0.43,0.47,-0.37,-2.1,2
-2.34,-11.87,0.38,0.01,0.61,-1.32,2
-2.16,-11.14,0.32,-0.22,1.31,-0.83,2
0.35,-10.13,2.09,-0.06,-0.02,-0.3,2
0.38,-10.04,1.93,-0.09,0.08,-0.24,2
0.24,-10.12,2.15,-0.15,0.04,-0.23,2
0.46,-10.07,2.33,-0.12,0.05,-0.19,2
0.28,-9.88,2.28,-0.13,0.07,-0.18,2
0.17,-9.96,2.69,-0.1,-0.01,-0.2,2
0.34,-9.87,2.75,-0.04,0.32,-0.2,2
0.21,-10.26,1.1,-0.52,1.77,-0.39,2
-4.34,-12.6,-2.95,-1.37,3.61,-0.36,2
-6.25,-14.29,-11.4,-2.04,3.5,0.81,2
2.75,-16.8,-25.42,-6.06,4.54,0.6,2
12.17,-25.7,-31.42,-8.76,0.67,-2,2
25.43,-31.23,-12.05,-8.76,-5.07,-3.66,2
6.35,-34.58,2.15,-8.76,-4.11,-4.41,2
2.58,-22.58,5.99,-7.54,3.27,-3.39,2
-4.75,3.17,-1,0.88,-0.8,0.59,2
0.85,0.66,-7.23,-0.42,0.79,0.15,2
-1.29,2.1,-9.67,0.03,0.64,0.15,2
-4.69,1.08,-7.9,0.02,-0.34,-0.01,2
-2.78,-2.04,-3.21,0.56,-1.3,0.8,2
-5.16,-4.79,-1.92,1.58,-0.89,1.04,2
-2.69,-7.79,-0.87,4.54,-4.58,1.09,2
0.88,-8.39,-2.38,6.04,-3.04,-0.08,2
-1.11,-13.18,-2.67,6.67,-2.95,-2.27,2
0.37,-15.32,-2.87,6.37,-2.13,-3.74,2
-1.02,-20.26,-2.53,4.5,-1.24,-5.68,2
-3.63,-20.38,-1.92,1.07,1.75,-5.22,2
-5.46,-18.04,-0.32,0.91,1.06,-3.29,2
-4.69,-13.26,-1.11,0.63,0.54,-1.74,2
-3.2,-11.69,0.41,-0.09,0.62,-0.81,2
0.16,-10.09,2.58,-0.02,0.02,-0.28,2
0.23,-9.83,2.53,-0.1,0.12,-0.26,2
-0.15,-9.94,2.07,-0.25,0.38,-0.25,2
0.6,-9.11,0.41,-1.48,2.44,-0.51,2
-1.27,-10.45,-1.57,-2.21,3.11,-0.3,2
-2.44,-11.03,-3.28,-2.22,2.46,0.21,2
-0.73,-10.67,-3,-1.34,0.44,0.65,2
0.82,-9.68,-2.87,-1.63,0.18,0.35,2
2.79,-9.98,-2.69,-1.35,-0.24,0.1,2
1.22,-9.94,-11.14,-1.75,0.42,-0.82,2
2.07,-12.3,-22.69,-3.34,-0.33,-0.5,2
13.14,-18.43,-26.81,-7.7,-1.26,-1.33,2
9.1,-30.27,-19.81,-8.76,-3.79,-3.03,2
4.19,-24.06,-0.58,-8.76,-2.2,-2.04,2
14.47,-3.85,-0.68,-6.46,1.18,-2.31,2
-5.24,-1.17,-1.03,1.41,-1.31,-0.66,2
0.61,2.51,-5.98,-0.05,0.36,-0.02,2
-1.38,2.55,-9.15,0.22,0.92,0.45,2
-2.32,2.4,-9.26,-0.13,1.05,0.52,2
-2.64,3.1,-9.54,-0.08,0.36,0.22,2
-1.88,1.83,-8.64,0.02,-0.12,0.18,2
-0.99,2.15,-7.78,0.03,-0.03,0.23,2
-1.11,1.14,-7.05,-0.11,-0.15,0.24,2
-3.01,-0.78,-5.93,0.11,-0.77,0.17,2
-1.72,-3.29,-1.07,2.2,-2.86,0.41,2
-1.67,-4.91,-1.12,4.05,-2.28,-0.07,2
-2.29,-8.67,-1.19,6.23,-4.2,-1.15,2
1.89,-12.5,-2.89,8.11,-5.12,-3.82,2
5.84,-18.46,-3.12,5.52,-3.96,-6.52,2
2.88,-26.13,-4.43,0.2,2.44,-7.8,2
5,-16.18,-15.52,-5.69,-1.26,-0.95,2
10.85,-18.67,-15,-7.19,-0.71,-1.95,2
8.24,-18.36,-19.21,-8.22,-0.93,-3.1,2
9.08,-16.71,-7.83,-8.03,-2.29,-4.13,2
5.08,-2.89,1.93,-6.18,0.3,-3.21,2
-10.46,-4.29,-1.78,-0.56,-1.03,-0.82,2
-1.07,2.2,-1.46,-0.56,0.25,-0.21,2
-1.21,-0.46,-6.74,0.32,0.55,0.23,2
-0.94,2.47,-8.8,0,0.73,0.25,2
-2.32,1.29,-9.56,-0.16,0.41,-0.02,2
-2.5,1.84,-9.53,0.11,-0.12,0.13,2
-1.11,1.95,-8.46,-0.08,0.16,0.13,2
-2.73,1.13,-7.94,-0.29,-0.21,0.16,2
-2.07,-0.69,-4.61,-0.3,-0.89,0.28,2
-4.68,-3.24,-2.02,1.64,-2.57,0.63,2
-2.96,-5.45,-0.51,4.54,-5.61,0.08,2
-0.87,-7.94,-2.52,7.84,-8.16,-2.08,2
3.93,-9.1,-0.93,6.46,-5.61,-4.58,2
3.64,-16.8,0.25,1.77,3.07,-6.08,2
-0.38,-24.61,-2.92,1.92,5.55,-5.79,2
-0.93,-21.67,-6.72,2.97,3.82,-4.72,2
-4.9,-18.98,-5.1,1.7,0.91,-3.82,2
-6.23,-14.31,-3.87,1.06,-0.89,-1.87,2
-2.5,-11.76,-0.75,0.2,-0.88,-0.42,2
-1.76,-10.67,0.67,-0.57,0.39,0,2
-1.55,-10.75,1.52,-0.62,0.66,0.39,2
-0.16,-9.72,1.69,-0.53,0.56,0.56,2
0.06,-10.13,2.21,-0.72,0.51,0.51,2
0.49,-9.9,2.21,-0.61,0.2,0.52,2
0.8,-10.33,3.01,-0.67,-0.1,0.41,2
-0.9,2.55,-1.17,0.01,-0.2,-0.25,2
0.21,-0.53,-3.33,-0.31,1.15,-0.21,2
-2.36,0.55,-6.87,0.04,1.25,0.08,2
-0.82,-2.47,-5.25,1.11,0.74,0.38,2
-4.83,-4.35,-4.62,1.12,-0.14,0.6,2
-0.95,-8.13,1.37,3.4,-1.28,1.08,2
0.29,-11.18,-3.84,6.39,-0.72,0.96,2
-1.82,-16.28,-4.45,7.61,-2.79,-0.65,2
0.5,-20.29,-8.63,8.7,-5.97,-2.45,2
3.37,-17.68,-6,6.29,-5.61,-6.21,2
-2.73,-21.72,0.22,-0.15,-0.39,-5.9,2
-10.08,-17.67,1.64,0.59,-1.53,-2.72,2
-1.42,-10.98,2.01,-0.48,0.36,-0.13,2
-0.63,-11.3,3.28,-1.54,2.19,-0.15,2
-0.98,-10.82,2.81,-1.26,2.12,0.36,2
0.34,-9.73,2.49,-0.86,1.6,0.38,2
0.66,-9.92,2.74,-0.81,0.82,0.39,2
1.12,-9.72,3.37,-0.59,0.04,0.32,2
1.61,-9.99,3.84,-0.5,-0.05,0.3,2
1.75,-9.9,3.71,-0.34,-0.11,0.34,2
1.84,-9.88,3.82,-0.26,-0.23,0.29,2
2.09,-9.52,3.56,-0.2,-0.07,0.22,2
1.55,-9.8,3.12,-0.11,-0.08,0.1,2
1.49,-9.6,2.79,-0.04,-0.1,-0.06,2
0.87,-9.97,2.49,-0.1,-0.14,-0.1,2
0.94,-9.91,2.55,-0.06,-0.1,-0.04,2
0.67,-10,2.48,-0.16,-0.06,-0.02,2
0.64,-9.88,2.44,-0.17,-0.02,0.01,2
0.67,-10.08,2.65,-0.23,-0.03,0.03,2
0.68,-9.9,2.65,-0.2,0.09,0.08,2
0.66,-9.83,2.1,-0.13,-0.02,-0.13,2
0.6,-9.88,2.17,-0.26,0.11,-0.18,2
1.91,-9.19,0.8,-1.44,2.54,-0.46,2
-1.4,-10.3,-5.39,-2.86,5.19,-0.89,2
-3.15,-12.97,-10.5,-3.4,4.52,-0.01,2
2.36,-10.83,-15.19,-4.57,2.45,-0.01,2
6.89,-13.53,-13.49,-5.5,-0.62,-0.92,2
13.55,-13.43,-13.96,-5.24,-1.99,-1.79,2
13.63,-15.73,-16.58,-6.88,-2.85,-3.43,2
12.42,-16.68,-10.31,-6.94,-2.42,-3.65,2
-56.53,-78.7,40.52,1.74,-2.41,1.07,2
-7.22,-18.28,7.13,-3.95,0.82,-2.76,2
-4.48,0.88,1.19,0.83,-1.3,-0.06,2
2.24,1.65,-5.22,0.1,0.56,-0.04,2
-0.95,1.47,-9.62,0.15,0.7,0.24,2
-2.03,2.48,-10.13,-0.02,0.55,0.04,2
-3,2.2,-9.95,-0.16,0.03,-0.06,2
-2.02,1.66,-8.23,-0.18,-0.3,0.02,2
-1.07,1.45,-6.43,-0.34,0.02,0.16,2
-1.25,1.53,-8.03,0.22,0.08,0.39,2
-3.38,-0.09,-6.84,-0.4,-0.69,0.3,2
-4.52,-3.78,-1.6,0.54,-1.88,0.66,2
-1.3,-5.43,-0.36,4.36,-4.19,0.67,2
-1.27,-9.85,-3.52,7.27,-4.65,-0.95,2
-0.88,-9.41,-5.28,6.83,-3.68,-2.44,2
0.01,-14.39,-2.64,4.86,-0.82,-4.29,2
-4.95,-17.85,-4.14,3.42,0.43,-4.58,2
-2.33,-16.61,-2.88,2.73,-0.94,-4.16,2
-2.31,-15.74,-2.1,0.38,0.34,-4.2,2
-4.79,-15.72,0.04,-0.46,0.6,-2.97,2
-0.09,-10.04,1.78,-0.14,0.04,-0.07,2
-0.07,-10.18,1.88,-0.1,-0.05,-0.03,2
0.09,-10.08,1.85,-0.2,0.07,0.01,2
0.11,-10.16,1.97,-0.16,-0.07,0.01,2
0.39,-9.86,2.13,-0.17,-0.05,-0.02,2
0.13,-9.92,2.26,-0.16,-0.02,-0.09,2
0.36,-9.72,2.25,-0.31,0.28,-0.21,2
2.05,-9.77,-0.28,-1.07,2.89,-0.7,2
-3.27,-11.49,-7.66,-3.54,6.01,-0.92,2
-4.06,-12.24,-14.07,-3.83,4.78,0.05,2
4.82,-10.43,-16.8,-4.92,0.02,-0.29,2
8.55,-13.49,-16.94,-6.02,-1.39,-1.78,2
15.66,-15.86,-19.17,-6.27,-1.94,-2.57,2
13.09,-20.8,-14.97,-7.46,-3.55,-4.07,2
9.45,-17.05,-6.24,-7.38,-2.59,-3.5,2
-2.9,-11.93,8.34,-5.96,-0.08,-2.29,2
-7.77,-3.98,1.53,0.65,-0.67,-0.4,2
1.29,1.91,-2.84,0.13,0.66,-0.36,2
-1.66,0.55,-7.42,0.23,1.1,0.08,2
-1.37,-0.53,-6.98,-0.51,1.36,0.33,2
-4.18,-1.7,-8.17,0.1,-0.24,0.53,2
-0.22,-5.09,-0.27,1.18,0.11,1.48,2
-3.85,-6.32,-3.97,2.73,0.82,1.94,2
1.91,-11.47,-3.12,7.18,-3.04,1.39,2
1.58,-13.75,-5.62,8.28,-2.71,-0.74,2
3.91,-21.75,-5.38,8.7,-3.79,-3.73,2
3.81,-20.3,-7.03,6.05,-1.66,-5.5,2
-3.41,-20.64,-3.15,0.17,0.49,-5.51,2
-8.58,-17.84,-0.18,0.94,-0.75,-1.88,2
-1.52,-10.81,-0.12,-0.04,-0.17,0.2,2
1.57,-9.79,-0.54,-0.22,-0.21,-0.15,3
2.06,-9.8,-0.49,-0.31,-0.46,-0.26,3
1.51,-9.87,-0.55,-0.2,-0.24,-0.25,3
1.38,-10.14,-0.4,0.1,-0.46,-0.07,3
1.79,-10.29,-0.3,0.47,-0.52,-0.09,3
1.26,-9.95,-0.39,0.49,-0.45,-0.04,3
0.96,-9.99,-0.13,0.46,-0.61,-0.14,3
0.64,-9.7,-0.4,0.46,-1.24,-0.34,3
-0.42,-9.79,-1.14,0.5,-1.86,-0.64,3
-3.63,-11.24,-2.11,0.89,-3.79,-1.12,3
-10.18,-16.9,-2.31,0.1,-3.69,-0.49,3
-14.74,-25.28,-5.56,0.04,-4.16,2.42,3
-10.29,-37.96,-10.92,-0.25,-2.94,7.1,3
-1.42,-44.92,-14.43,-3.5,-0.03,8.71,3
6.67,-48.38,-13.02,-5.54,-1.56,8.71,3
11.54,-41.62,-12.12,-1.45,-5.8,8.71,3
19.79,-13.38,-11.85,-2.97,-4.41,8.71,3
28.3,3.26,7.3,-4.38,-2.75,4.65,3
30,11.8,16.02,0.11,-2.82,-0.71,3
-5.51,5.03,10.41,1.01,-0.51,-2.07,3
-7.94,8.07,4.16,-0.23,0.47,0.1,3
-0.72,10.31,3.05,0.03,-0.41,-0.26,3
-1.41,6.8,6.18,0.03,-0.11,-0.51,3
-1.1,6.42,6.62,0.36,0.33,-0.54,3
3.99,6.37,6.98,0.84,0.49,-2.37,3
13.06,2.9,7.04,2.66,0.75,-6.93,3
11.4,-6.6,-0.15,3.06,2.36,-8.75,3
7.99,-14.09,-4.82,2.97,2.12,-8.75,3
7.16,-17.92,-6.01,1.7,1.02,-8.75,3
2.58,-24.47,-1.69,-1.19,2.59,-8.4,3
-1.67,-10.64,-0.43,0.7,-1.34,-0.39,3
-7.94,-12.41,-4,1.3,-3.57,-0.61,3
-8.81,-14.35,-3.73,0.78,-4.76,0.27,3
-13.41,-20.61,-4.31,-0.34,-4.93,2.14,3
-9.88,-31.96,-3.37,-1.08,-2.83,5.97,3
-3.46,-43.52,-6.07,-2.19,0.05,8.71,3
-2.06,-45.14,-10.51,-6.89,3.01,8.71,3
2.01,-45.81,-6.54,-6.17,-2.38,8.71,3
12.16,-25.54,-8.17,-2.3,-5.17,8.71,3
26.08,2.55,5.21,-3.52,-3.96,4.9,3
29.36,15.95,6.87,1.14,-4.45,0.08,3
2.68,7.46,8.23,-0.73,-0.93,-1.58,3
-7.77,3.45,8.8,-0.07,-0.85,-1.13,3
-3.11,8.7,3.08,0.47,-0.52,-0.16,3
-0.64,8.63,3.3,-0.01,0.05,-0.7,3
1.88,5.18,6.79,1.06,-0.24,-2.34,3
8.25,5.8,3.48,0.73,1.8,-4.41,3
7.76,-3.49,3.29,1.32,2.56,-7.64,3
6.78,-8.55,-1.98,1.91,3.57,-8.07,3
3.68,-15,-6.7,3.12,2.66,-8.75,3
2.17,-18.94,-3.43,2.02,1.6,-8.75,3
4.31,-26.88,-3.53,0.72,4.5,-6.75,3
2.93,-39.23,-7.62,3.76,2.36,-6.1,3
-35.26,-34.39,-16.58,1.99,-0.57,-8.16,3
6.73,-15.52,5.19,-1.33,-1.68,4.51,3
3.27,-11.86,4.1,-0.15,0.81,1.34,3
5.1,-4.69,-0.48,0.54,-1.07,-0.15,3
1.66,-10.48,0.85,-1.09,0.2,-0.66,3
2.24,-12,2.6,-0.85,0.71,-0.15,3
0.16,-11.32,0.4,-0.11,0.65,0.09,3
-16.68,-22.65,-3.25,-0.09,-4.24,2.25,3
-12.25,-35.82,-3.77,-0.59,-2.9,6.4,3
-6.47,-47.39,-9.06,-2.13,0.42,8.71,3
-3.68,-51.84,-11.12,-7.77,1.38,8.71,3
5.66,-52.42,-12.64,-4.48,-4.48,8.71,3
29.33,-18.76,-7.52,-4.51,-5.09,8.71,3
37.26,-1.58,25.15,-3.35,-2.87,0.6,3
17.02,12.66,5.73,2.06,-1.59,-2.47,3
-15,2.12,4.14,0.27,0.1,-1.66,3
-7.35,6.78,3.91,0.59,-0.71,-0.97,3
4.75,7.92,5.37,0.04,0.59,-2.61,3
10.37,0.34,9.13,1.47,1.98,-5.57,3
9.1,-6.04,2.7,3.76,3.29,-7.24,3
7.49,-12.1,-4.2,4.81,3.2,-8.4,3
4.85,-17.5,-6.31,5.07,0.84,-8.75,3
5.53,-24.21,-4.23,1.54,-0.8,-8.75,3
9.09,-36.65,-3.9,-0.28,2.49,-6.79,3
-2.86,-43.37,-9.99,1.12,4.21,-7.76,3
-22.35,-27.31,-0.69,-0.63,-6.76,-2.12,3
14.04,-7.36,11.41,-1.91,5.48,5.61,3
3.75,-5.56,-1.11,2.62,-0.86,0.08,3
3.24,-8.22,-0.77,-0.61,0.7,-1.09,3
0.17,-12.76,1.09,-0.77,0.57,-0.6,3
1.62,-10.28,0.5,0.02,1.2,0.19,3
1.37,-8.9,0,-0.22,0.22,0.06,3
3.1,-9.35,1.69,-0.23,0.22,0.06,3
2.75,-9.78,0.73,-0.05,0.49,0.41,3
3.91,-9.66,0.67,0.05,0.24,0.3,3
2.83,-9.44,0.49,-0.35,0.23,0.07,3
3,-9.56,1.76,-0.4,0.06,-0.02,3
2.08,-9.68,0.81,-0.04,-0.13,-0.06,3
1.73,-9.42,1.12,0.01,-0.32,-0.05,3
1.48,-9.38,1.17,0.03,-0.48,-0.12,3
-0.92,-10.05,-0.01,0.27,-1.31,-0.56,3
-9.2,-11.9,-3.86,0.87,-4.63,-1.37,3
-15.96,-21.07,-2.05,-0.01,-6.9,-0.72,3
-13.56,-35.62,-2.04,0.87,-3.43,4.99,3
-6.41,-50.76,-14.46,-0.66,0.74,8.71,3
1.61,-51.14,-17.87,-7.35,2.51,8.71,3
3.37,-55.11,-14.75,-7.65,-2.39,8.71,3
12.06,-35.9,-15.12,-6.91,-4.21,8.71,3
29.88,-6.4,9.96,-6.32,-4.48,3.65,3
31.83,3.27,21.57,0.28,-4.15,-1.93,3
-1.8,1.57,10.68,0.28,-0.32,-2.42,3
-11.82,5.19,4.78,0.65,-0.37,-0.61,3
-0.93,8.9,4.81,0.03,0.13,0,3
2,4.66,7.75,1.3,-0.24,-2.05,3
7.46,2.19,6.67,1.89,1.01,-4.72,3
9.85,-3.52,3.34,2.59,3.48,-6.64,3
9.16,-10.6,-4.76,3.84,4.66,-8.21,3
4.65,-15.34,-10.13,4.63,2.9,-8.75,3
1.09,-20.11,-5.75,3.56,0.05,-8.75,3
-5.5,-30.46,-4.65,2.37,0.13,-5.06,3
4.01,-32.46,-6.33,0.17,3.48,-7,3
-8.69,-33.19,-3.58,0.86,1.6,-6.28,3
-14.63,-21.08,0.15,-2.52,2.06,3.77,3
9.79,-10.02,7.67,0.75,-1.49,0.96,3
5.84,-4.24,-0.45,0.31,0.06,-1.01,3
0.12,-11.53,0.14,-0.93,0.27,-1.51,3
-0.19,-13.28,1.72,-0.85,0.79,-0.53,3
2.1,-9.91,0.64,0.01,-0.1,-0.16,3
1.96,-9.81,0.82,-0.17,0.02,-0.06,3
1.93,-10.09,1.4,-0.04,-0.1,-0.11,3
1.84,-9.77,1.72,0.06,-0.01,0.04,3
-0.24,-10.3,1.36,0.48,-0.69,-0.22,3
-8.53,-10.89,-1.73,1.02,-2.85,-1.37,3
-18.59,-20.39,-0.51,0.07,-5.25,-0.42,3
-12.27,-27.49,-2.26,1.03,-3.41,4.28,3
-6.84,-39.91,-6.01,-0.95,-0.21,8.71,3
-4.95,-49.81,-13.31,-4.73,3.32,8.71,3
-3.36,-51.52,-11.89,-8.52,0.68,8.71,3
5.18,-45.2,-10.35,-5.37,-3.83,8.71,3
24.57,-12.34,-5.81,-7.68,-3.08,7.59,3
33.67,-9.27,24.08,-4.91,-3.6,-0.15,3
17.68,2.2,19.63,1.04,-1.43,-2.27,3
-13.07,2.77,5.38,1.44,-0.24,-1.67,3
-4.38,11.48,0,-0.02,0.02,-0.29,3
5.4,6.08,6.77,-0.53,0.51,-3.07,3
11.31,-1.68,11.18,1.58,2.1,-6.11,3
10.08,-8.72,4.54,3.41,4.69,-6.53,3
9.43,-13.24,-6.47,6.39,4.59,-8.16,3
5.71,-18.14,-11.2,6.5,1.71,-8.75,3
0.48,-22.69,-6.31,2.48,-0.91,-8.75,3
8.55,-33.79,-3.3,-0.9,3.88,-6.36,3
1.87,-42.65,-5.73,1.65,3.86,-5.6,3
-38.6,-30.19,-17.01,1.06,-1.28,-5.84,3
13.29,-9.03,8.88,-2.1,0.63,5.48,3
2.6,-8.22,1.51,1.45,0.17,0.12,3
1.99,-7.63,-1.81,-0.24,-0.51,-0.55,3
0.72,-12.97,1.86,-0.95,-0.33,-0.25,3
2.17,-9.48,0.88,-0.06,-0.05,0.03,3
2.03,-9.67,0.87,-0.11,0.02,0.01,3
2.23,-9.78,0.78,0.01,-0.1,-0.16,3
1.9,-10.1,0.77,-0.07,-0.05,-0.13,3
1.21,-9.94,1.1,0.09,-0.29,-0.24,3
-4.6,-12.44,-1.76,0.53,-0.5,-0.5,3
-17.14,-15.38,-7.11,0.24,-4.29,-1.1,3
-16.66,-29.19,-4,-0.69,-5.41,3.94,3
-8.14,-41.89,-7.46,-0.95,-0.81,8.71,3
-1.73,-43.29,-12.51,-5.73,1.62,8.71,3
-2.54,-45.57,-10.39,-7.79,-0.05,8.71,3
4.32,-38.22,-11.25,-5.05,-4.08,8.71,3
14.68,-13.33,-4.33,-5.15,-4.15,6.66,3
30.49,1.47,11.9,-2.57,-4.32,1.97,3
21.48,7.88,14.15,-0.02,-1.76,-1.22,3
-7,3.94,8.4,1.04,-0.66,-1.89,3
-6.51,10.05,1.74,0.1,0.3,-0.05,3
1.58,7.62,5.27,-0.02,-0.26,-1.66,3
9.8,2.41,9.74,1.46,0.27,-5.02,3
10.5,-5.09,6.05,2.23,3.56,-6,3
7.88,-10.66,-1.42,4.54,3.96,-7.58,3
6.43,-15.59,-7.4,5.82,2.68,-8.75,3
2.01,-20.79,-8.6,4.89,-0.25,-8.75,3
10.25,-33.66,-4.83,0.31,2.67,-7.62,3
1.6,-47.59,-6.27,1.85,3.72,-7.12,3
-37.23,-31.25,-15.53,2.73,-3.88,-6.66,3
17.4,-6.85,11.41,-2.79,2.76,4.3,3
2.7,-9.29,3.14,0.34,1.46,0.98,3
2.68,-5.99,-2.03,0.76,-0.39,-0.96,3
1.02,-11.72,0.34,-0.66,-0.03,-0.78,3
-19.16,-23.78,-2.36,0.22,-7.01,0.06,3
-10.12,-40.51,0.12,0.48,-1.88,6.97,3
-2.94,-47.6,-11.37,-1.65,1.81,8.71,3
1.7,-50.69,-10.04,-7.11,1.67,8.71,3
5.74,-49.64,-11.99,-4.41,-3.83,8.71,3
16.53,-25.39,-11.71,-3.91,-4.58,8.71,3
31.69,2.35,6.94,-6.6,-0.97,5.29,3
26.12,6.22,16.86,-0.45,-3.75,-2.16,3
-3.03,0.13,13.45,-0.85,-0.39,-2.35,3
-8.15,4.18,7.6,0.7,-0.6,-0.91,3
-0.51,10.37,3.31,0.18,0.22,-0.11,3
3.7,6.4,6.37,0.27,0.29,-2.87,3
11.69,1.01,9.71,1.35,1.77,-5.77,3
13.42,-5.93,2.33,2.4,4.72,-6.97,3
9.9,-12.55,-6.39,4.14,4.5,-8.75,3
6.33,-18.53,-9.91,4.38,2.5,-8.75,3
2.2,-22.54,-2.75,1.79,0.19,-8.75,3
13.06,-33.86,-3.27,0.91,4.66,-5.91,3
5.18,-48.84,-8.79,2.58,4.68,-6.68,3
-39.43,-39.91,-7.92,2.01,-3.93,-6.83,3
10.51,-5.96,6.92,-2.86,2.2,4.98,3
5.94,-5.85,2.8,0.57,-1.11,0.04,3
3.98,-6.08,0.61,-0.38,-0.3,-1.33,3
1.19,-12.25,1.16,-0.64,-0.14,-1.11,3
1.03,-12.92,0.92,-0.25,0.66,-0.45,3
0.48,-10.52,-0.47,-0.15,0.11,0.49,3
4.04,-8.94,1.67,-0.19,-0.22,0.51,3
4.29,-8.97,1.43,0.09,0.39,0.45,3
3.08,-9.36,-0.27,-0.02,0.58,0.22,3
2.84,-9.38,-0.29,0.02,-0.13,-0.07,3
2.05,-9.82,1.02,-0.03,-0.13,-0.13,3
2.35,-9.75,1.27,-0.07,-0.12,-0.05,3
2.14,-9.8,1.1,-0.11,-0.12,-0.12,3
1.46,-9.85,1.2,-0.02,-0.24,-0.06,3
0.13,-10.03,0.35,0.04,-0.24,-0.04,3
-9.05,-13.38,-2.71,0.05,-1.21,-0.11,3
-19.94,-22.52,-4.51,-1.18,-3.59,1.87,3
-14.29,-34.03,-4.08,-1.75,-1.76,6.93,3
-6.01,-41.75,-11.57,-3.04,-0.47,8.71,3
-6.75,-45.67,-14.44,-7.66,1.3,8.71,3
-2.55,-45.57,-14.44,-7.56,-2.24,8.71,3
9.04,-32.29,-10,-5.69,-5.16,7.77,3
20.17,-7.4,1.45,-6.28,-3.02,5.35,3
30.98,0.06,16.25,-1.6,-5.06,0.14,3
12.62,4.34,15.17,-0.5,-1.02,-1.88,3
-8.98,4.43,8.19,1.1,-0.5,-0.94,3
-1.91,11.77,0.73,-0.36,0.77,0.12,3
3.03,7.21,5.73,-0.52,0.41,-2.47,3
8.31,1.49,9.01,0.06,2.25,-4.57,3
10.07,-4.4,5.2,1.51,4.41,-6.25,3
9.09,-8.1,-1.65,2.85,6.2,-6.48,3
6.92,-12.73,-11.21,5.05,5.92,-8.05,3
3.07,-18.09,-10.47,4.86,2.98,-8.75,3
0.6,-23.75,-6.65,2.94,0.39,-8.75,3
10.87,-31.63,-8.4,0.14,3.24,-5.47,3
2.82,-38.87,-8.75,1.26,2.91,-6.35,3
-3.86,-22.65,7.42,-0.73,-4.53,2.31,3
8.02,-5.78,3.29,-1.04,3.86,2.67,3
6.35,-2.74,-3.97,1.19,-2.38,-1.57,3
0.33,-12.64,0.63,-1.88,0.86,-0.94,3
2.19,-9.47,0.52,-0.07,-0.05,-0.11,3
1.99,-9.35,0.43,-0.12,-0.08,-0.11,3
1.97,-9.72,0.57,-0.04,-0.12,-0.07,3
2.37,-10.06,0.51,0,-0.1,-0.03,3
2.13,-10.14,0.47,-0.09,-0.06,-0.06,3
